User ID,Resource ID,Ratings,Time Spent (minutes),Topics/Subjects of Interest,Preferred Learning Formats,Learning Goals/Objectives
1011,568,4.5456261278829215,10,Sports Science,Interactive,Gain new skills
1011,830,3.889828658504103,93,Mathematics,Interactive,Advance career
1012,1735,4.002240216184319,42,Interior Design,Video,Advance career
1012,1200,4.018238879661255,23,Photography,Video,Gain new skills
1012,1108,3.5647433773842225,54,Quantum Mechanics,Interactive,Gain new skills
1012,1417,4.575662343345515,56,Development Studies,Interactive,Gain new skills
1012,62,4.464389587036621,63,Agriculture,Video,Gain new skills
1012,86,1.4645815856119015,70,Geology,Video,Gain new skills
1012,329,4.717545403362818,29,Data Science,Text,Personal interest
1012,52,2.286421226934419,35,Cryptocurrency,Interactive,Advance career
1012,883,1.735786533850796,16,Religious Studies,Text,Personal interest
1012,785,1.9884571909911317,41,Astronomy,Interactive,Gain new skills
1012,351,1.03880029819127,110,Theater Arts,Video,Advance career
1012,1836,1.9895205842294086,110,Psychology,Video,Advance career
1012,1586,3.2928196926256756,85,Economics,Video,Advance career
1012,129,2.0475310732912355,75,Photography,Video,Personal interest
1012,352,4.4100968434217505,116,Graphic Design,Text,Personal interest
1013,1861,4.703485174109959,34,Social Media Management,Interactive,Advance career
1013,215,1.3295499114146718,24,Music Theory,Interactive,Gain new skills
1013,617,4.825380367902511,58,Religious Studies,Text,Personal interest
1013,737,4.763595789319833,85,Paleontology,Text,Personal interest
1013,933,3.86589961748205,46,Robotics,Video,Gain new skills
1013,505,4.984161823952805,62,Urban Planning,Video,Personal interest
1013,991,2.057756662922481,34,Macroeconomics,Text,Advance career
1013,831,4.275254795292161,16,Astronomy,Interactive,Personal interest
1013,980,3.021075781170496,115,Film Studies,Text,Gain new skills
1013,1257,4.053032749098248,58,Physics,Interactive,Gain new skills
1013,156,2.5419708291379015,114,Developmental Psychology,Video,Personal interest
1014,204,1.0238381376472363,111,Business Administration,Video,Personal interest
1014,1852,4.785584343389111,71,Game Theory,Interactive,Gain new skills
1014,1953,2.2808803701676865,108,Cognitive Science,Interactive,Personal interest
1014,219,1.5843041823412216,49,Economics,Text,Advance career
1014,997,4.067154998758455,50,Economics,Interactive,Gain new skills
1014,1795,3.595068275190276,94,Cryptography,Text,Personal interest
1014,1254,2.053888319404597,105,Mechanical Engineering,Interactive,Personal interest
1014,546,1.1349741899020205,43,Public Relations,Text,Gain new skills
1014,1302,2.2493727475630734,104,Chemistry,Video,Gain new skills
1015,769,3.203652001812968,25,Graphic Design,Text,Personal interest
1015,1352,4.450273117005489,63,Supply Chain Management,Interactive,Gain new skills
1015,1548,4.770264618723493,78,Information Technology,Video,Gain new skills
1015,1299,2.3370015928046404,46,Public Health,Video,Gain new skills
1015,973,4.061390587941334,110,Sports Science,Text,Personal interest
1015,92,4.239667243294107,89,Agriculture,Video,Gain new skills
1015,1887,3.0911366627881374,73,Wilderness Survival,Text,Personal interest
1016,823,3.6665073019762295,102,Paleontology,Video,Gain new skills
1016,1253,2.0902194243147667,99,Organizational Behavior,Text,Personal interest
1016,1844,4.744544715350654,110,Human Anatomy,Text,Personal interest
1016,1443,1.21757075083283,51,Wilderness Survival,Video,Gain new skills
1016,414,3.8013603826525233,66,Human Rights,Text,Advance career
1016,1365,4.5812870097768705,78,Pharmacology,Interactive,Gain new skills
1016,1061,2.3921237229926864,71,Interior Design,Interactive,Personal interest
1017,1802,3.797697657055522,79,Public Relations,Text,Personal interest
1017,376,2.0501900127440957,118,Sociology,Interactive,Personal interest
1017,873,1.3405228432969514,40,Cryptocurrency Trading,Text,Gain new skills
1017,1366,3.8460115181651275,93,Physics,Interactive,Advance career
1017,285,4.881989716737623,17,Graphic Design,Interactive,Gain new skills
1017,867,1.330728915253852,102,Marine Biology,Interactive,Gain new skills
1017,1216,2.985345698492751,23,Organizational Behavior,Video,Personal interest
1017,1055,4.3575881889634935,5,History,Text,Gain new skills
1017,506,1.3145272232529712,38,Engineering,Text,Gain new skills
1018,192,2.138804865487496,114,Industrial Psychology,Interactive,Advance career
1018,1889,2.6586995325878977,31,Photography,Interactive,Gain new skills
1018,1926,1.9217905165612086,9,Art History,Text,Advance career
1018,654,2.737073428892266,79,Social Media Management,Interactive,Gain new skills
1018,1893,2.755439108663381,106,Geography,Interactive,Personal interest
1018,531,3.1930384655353587,99,Culinary Arts,Text,Gain new skills
1018,1587,3.9901546849951384,116,Wilderness Survival,Text,Gain new skills
1019,1871,4.4489756746521785,44,Business Administration,Text,Advance career
1019,1767,4.766957721625451,20,Marketing,Interactive,Advance career
1019,1346,2.175727219892301,103,Interior Design,Interactive,Personal interest
1019,874,3.2654496416408834,10,Civil Engineering,Text,Gain new skills
1019,1107,2.0404615339569943,50,Zoology,Text,Advance career
1019,1830,1.2543410552936836,91,Quantum Computing,Video,Gain new skills
1020,1631,4.625810085409263,97,Entrepreneurship,Interactive,Gain new skills
1020,652,1.0843900683025454,97,Organizational Behavior,Interactive,Advance career
1020,1649,1.8515110648512603,25,Business Administration,Interactive,Personal interest
1020,1095,4.267479109337549,42,Development Studies,Text,Gain new skills
1020,723,1.1201125843753834,112,Biochemistry,Interactive,Personal interest
1020,517,4.189978424092937,105,Artificial Intelligence,Interactive,Gain new skills
1020,1288,4.300498283337642,54,Materials Science,Video,Gain new skills
1020,1660,1.1224308953231708,84,Genetics,Interactive,Advance career
1020,900,2.8538703324534542,94,Game Design,Interactive,Personal interest
1021,1517,3.3145178537402864,101,Music Composition,Video,Advance career
1021,565,2.2843278209035307,20,Marine Biology,Interactive,Personal interest
1021,936,1.1258926238635416,48,Artificial Intelligence,Video,Personal interest
1021,1996,1.7565145670916578,67,Law,Video,Advance career
1021,856,2.9489579433001962,16,Journalism,Interactive,Advance career
1021,891,3.592043711875896,90,Civil Engineering,Interactive,Advance career
1021,362,2.476068200527529,73,Architecture,Interactive,Gain new skills
1021,802,1.1530290187123287,18,Mechanical Engineering,Text,Advance career
1021,1262,3.60961254528958,109,Marketing,Text,Gain new skills
1021,1868,3.755489500799585,72,Urban Planning,Video,Advance career
1021,1956,4.943504485264434,6,Human Resources Management,Text,Advance career
1022,1183,2.302752955764875,22,Marketing,Video,Gain new skills
1022,817,4.908162503213889,12,Cognitive Science,Video,Personal interest
1022,1824,2.632375447576425,53,Industrial Psychology,Interactive,Advance career
1022,651,3.5960780852228797,82,Theater Arts,Text,Advance career
1022,6,2.6324277387572,48,Renewable Energy,Interactive,Personal interest
1023,1642,1.6298915120204174,56,Linguistics,Interactive,Gain new skills
1023,897,4.7914232714633,89,Machine Learning,Video,Gain new skills
1023,260,3.3514542513198307,68,Public Health,Text,Advance career
1023,1437,4.109212336096558,96,Engineering,Text,Advance career
1023,1250,2.29512979171005,11,Urban Planning,Text,Advance career
1024,1607,4.193595499611392,16,Engineering,Text,Personal interest
1024,494,4.882755080094586,44,Law,Video,Advance career
1024,897,2.0912057436759697,23,Zoology,Video,Gain new skills
1024,1328,3.3081219170082146,10,Cryptography,Interactive,Personal interest
1024,1174,4.76332516713541,96,Economics,Interactive,Personal interest
1024,1822,4.9686405584930515,9,History,Video,Advance career
1024,1738,3.858603088497503,76,Development Studies,Video,Personal interest
1024,1401,2.9838944089798094,97,Information Technology,Text,Personal interest
1024,628,4.212242951918115,90,Aerospace Engineering,Video,Gain new skills
1024,1052,3.0315202255101408,96,Choreography,Video,Advance career
1024,678,1.6377769319218154,95,Public Relations,Video,Gain new skills
1024,1442,2.6157801692109026,92,Cultural Studies,Text,Gain new skills
1024,910,4.659107189851426,43,Civil Engineering,Video,Gain new skills
1024,844,1.828136818262735,75,Electrical Engineering,Interactive,Advance career
1025,1349,3.5765666476039115,93,Psychology,Video,Gain new skills
1025,1984,4.523916841745911,32,Forensic Science,Video,Advance career
1025,480,4.521089121443679,90,Economics,Interactive,Advance career
1025,168,1.247289046966877,12,Law,Video,Advance career
1025,1079,2.0461084165446928,110,Education,Video,Personal interest
1025,1805,3.7131274694341334,83,Civil Engineering,Interactive,Personal interest
1025,1871,2.3462667459629616,24,Organizational Behavior,Text,Personal interest
1025,273,2.11394288257136,70,Music Theory,Video,Advance career
1025,1759,4.431578890350949,57,Artificial Intelligence,Interactive,Gain new skills
1025,126,1.0768701443261732,48,Developmental Psychology,Video,Advance career
1025,1057,3.808333493597319,82,Game Theory,Interactive,Personal interest
1026,296,2.730369539077933,69,Quantum Mechanics,Text,Advance career
1026,1329,2.196648931856934,8,Social Media Management,Interactive,Personal interest
1026,1884,3.62424639368626,37,Organizational Behavior,Interactive,Personal interest
1026,819,1.2659983564348827,21,Architecture,Interactive,Advance career
1026,816,2.886314139729188,49,Conflict Resolution,Text,Gain new skills
1027,1570,1.7227931629488076,84,History,Text,Gain new skills
1027,1257,4.175510641761791,116,Linguistics,Video,Gain new skills
1027,901,1.3262009846019565,112,Wilderness Survival,Interactive,Advance career
1027,1025,4.252749537131669,78,Engineering,Video,Personal interest
1027,601,4.276526639058471,120,Quantum Computing,Video,Personal interest
1027,516,2.9244317012160246,70,Macroeconomics,Video,Advance career
1027,208,3.83536259382533,18,Social Media Management,Text,Gain new skills
1027,45,1.7027988502045912,77,Marine Biology,Text,Personal interest
1027,387,4.802799037085691,14,Software Engineering,Interactive,Advance career
1027,386,1.9589409038703676,84,Brand Management,Video,Advance career
1027,858,1.787119243309467,104,Photography,Interactive,Gain new skills
1027,944,1.4564406505983398,105,Wilderness Survival,Interactive,Gain new skills
1027,1512,1.3816156718510721,26,Physics,Video,Gain new skills
1028,190,1.8021078399618022,111,Linguistics,Interactive,Gain new skills
1028,1456,2.563204090222232,90,Business Administration,Video,Advance career
1028,660,2.4616940388288144,49,Quantum Computing,Interactive,Gain new skills
1028,174,2.944078172345173,71,Psychology,Text,Personal interest
1028,363,4.336542036609819,10,Mathematics,Interactive,Gain new skills
1028,338,3.6586933233597914,106,Astronomy,Interactive,Gain new skills
1028,522,2.6238705532291275,49,Organizational Behavior,Text,Advance career
1029,1624,1.0801913390071984,101,Computer Science,Interactive,Advance career
1029,1897,1.8601269184171145,20,Pharmacology,Interactive,Gain new skills
1029,132,3.254320650677213,80,Marketing,Video,Gain new skills
1029,241,4.966719981062283,73,Human Resources Management,Text,Personal interest
1029,1826,2.4250465989376573,54,Physics,Video,Advance career
1029,1437,1.4852189702281429,45,Macroeconomics,Video,Advance career
1029,563,2.217245979921972,82,English Language,Interactive,Personal interest
1030,1620,3.5051113823832405,17,Human Resources Management,Text,Advance career
1030,1081,3.475823749868357,92,Music Theory,Interactive,Gain new skills
1030,1275,4.031725899514333,35,Architecture,Interactive,Gain new skills
1030,467,1.8308503212099843,26,Cybersecurity,Interactive,Personal interest
1030,45,4.049927395300012,84,Business Administration,Text,Personal interest
1030,1591,1.5539353208875135,47,Game Theory,Text,Personal interest
1030,202,2.079699731254424,61,Tax Law,Interactive,Personal interest
1030,1749,2.67614978378059,14,Business Administration,Video,Advance career
1030,579,3.799028720512878,113,Electrical Engineering,Video,Advance career
1030,1887,1.9236538384746855,10,Interior Design,Video,Advance career
1031,364,1.0177657710846515,45,Mathematics,Interactive,Personal interest
1031,1683,1.0188802916263215,120,Political Science,Interactive,Personal interest
1031,1217,4.709476329000821,43,Chemistry,Video,Personal interest
1031,1666,1.019799301184356,24,Quantum Mechanics,Text,Gain new skills
1031,1450,1.2248244611214818,43,Nanotechnology,Video,Advance career
1031,1683,1.312687148556814,59,Art History,Text,Personal interest
1032,1808,3.909525489218272,31,Public Relations,Text,Personal interest
1032,92,1.5922716054906059,85,Culinary Arts,Text,Gain new skills
1032,1673,1.3736373692981676,117,Aerospace Engineering,Video,Advance career
1032,414,2.0574203149352237,39,Journalism,Text,Gain new skills
1032,1514,1.8074358695935833,76,Operations Management,Video,Personal interest
1033,1958,2.4111438369522853,25,Artificial Intelligence,Interactive,Gain new skills
1033,278,1.8007529659170438,71,Religious Studies,Interactive,Advance career
1033,278,4.351517739561686,36,Ethics,Interactive,Gain new skills
1033,189,3.9572655592344406,102,Environmental Science,Interactive,Gain new skills
1033,1267,1.7671241035290635,104,Game Theory,Interactive,Advance career
1033,554,1.011996572013285,12,Artificial Intelligence,Video,Gain new skills
1033,64,2.377546115676481,11,Anthropology,Text,Advance career
1033,835,3.8367758536025858,57,Mechanical Engineering,Video,Personal interest
1033,679,2.8539528615692085,95,Game Theory,Video,Gain new skills
1034,517,3.9376582516149465,111,Culinary Arts,Interactive,Advance career
1034,1588,4.20164313313837,73,Mechanical Engineering,Interactive,Gain new skills
1034,455,4.254511718274087,17,Mechanical Engineering,Text,Personal interest
1034,1572,4.950199913191689,55,Macroeconomics,Video,Gain new skills
1034,1333,2.7971976457842636,59,Architecture,Text,Personal interest
1034,1582,2.028445186091266,111,Urban Planning,Video,Advance career
1034,1914,1.0879340224910727,60,Art History,Text,Gain new skills
1034,1138,4.588225052174074,55,Paleontology,Video,Personal interest
1034,195,4.476608354809876,108,Medicine,Text,Gain new skills
1034,596,1.503431023339707,36,Communication Studies,Video,Gain new skills
1034,976,2.7905357664652484,46,Deep Learning,Text,Advance career
1035,1398,4.191469697057435,25,Software Engineering,Video,Advance career
1035,1697,1.1543813922363726,95,Quantum Mechanics,Text,Advance career
1035,867,3.9686656755598615,111,Nutrition,Interactive,Gain new skills
1035,1714,2.9410090684721104,29,Economics,Video,Gain new skills
1035,240,1.2986625947585657,44,Astronomy,Text,Gain new skills
1035,672,2.6346234144840364,88,Astronomy,Text,Gain new skills
1035,201,1.213100432192836,85,Pharmacology,Interactive,Gain new skills
1035,168,4.213050130917344,66,Neurobiology,Text,Gain new skills
1035,1291,2.9895053948714345,31,Geography,Text,Personal interest
1035,1631,4.830921772877154,17,Astronomy,Video,Advance career
1035,730,2.731050021022297,74,Conflict Resolution,Interactive,Gain new skills
1035,1944,2.5587750417368786,18,Architecture,Interactive,Advance career
1035,490,1.0657047370511945,51,Pharmacology,Interactive,Gain new skills
1035,1848,1.204526373686904,68,Nutrition,Video,Advance career
1036,1528,4.533841009491619,108,Film Studies,Video,Advance career
1036,1218,4.52050476546138,31,Agriculture,Video,Gain new skills
1036,905,2.79171771621706,58,Human Rights,Text,Gain new skills
1036,1400,2.240848985943842,19,Architecture,Video,Advance career
1036,42,4.293855970746557,56,Nanotechnology,Video,Personal interest
1036,326,2.7736191499983036,70,Physics,Interactive,Personal interest
1036,1261,4.510936840165067,95,Ethics,Video,Advance career
1036,51,3.003643845226794,66,Machine Learning,Text,Personal interest
1036,1041,4.662771692074449,118,Urban Planning,Interactive,Gain new skills
1037,1944,4.159934568412268,111,Electrical Engineering,Video,Personal interest
1037,266,4.086378782060068,105,Aerospace Engineering,Interactive,Gain new skills
1037,412,2.397802960833783,85,Developmental Psychology,Video,Gain new skills
1037,1845,1.994986731313468,75,Photography,Interactive,Advance career
1037,351,1.595001426155625,109,Cryptocurrency,Video,Advance career
1037,727,2.4079333133570073,83,Literature,Text,Personal interest
1037,569,2.5354073171219884,30,Anthropology,Interactive,Personal interest
1037,1561,2.5742907551927194,68,Music Composition,Text,Gain new skills
1037,339,4.649304435898495,110,Public Health,Interactive,Gain new skills
1037,1077,3.658025922735255,75,Communication Studies,Interactive,Personal interest
1038,567,4.749518555915369,66,Mechanical Engineering,Interactive,Personal interest
1038,1258,2.2782064258582224,70,Medicine,Interactive,Advance career
1038,137,1.7969687054800052,120,Business Administration,Video,Personal interest
1038,763,3.8053843359751744,85,Linguistic Anthropology,Text,Advance career
1038,11,3.6083886632996958,70,Entrepreneurship,Interactive,Advance career
1038,1428,3.9373874192866665,107,Cryptocurrency,Video,Personal interest
1038,1668,2.2844601402884344,23,Photography,Video,Gain new skills
1038,394,3.332774954500325,95,Tax Law,Text,Advance career
1038,1940,2.7026520494597124,45,Organizational Behavior,Video,Gain new skills
1038,1292,4.097018490260837,22,Paleontology,Text,Advance career
1038,129,4.030232446745109,76,Agriculture,Video,Advance career
1038,1759,4.407390472921115,89,Supply Chain Management,Interactive,Advance career
1038,1813,4.429251472661799,68,Electrical Engineering,Interactive,Personal interest
1038,1758,3.761840347320278,69,Geography,Interactive,Personal interest
1039,87,1.6180753613536578,102,Sports Science,Text,Personal interest
1039,1745,4.860964558797976,13,Quantum Computing,Text,Personal interest
1039,1762,2.4741808117827313,92,Film Studies,Text,Gain new skills
1039,1187,2.3659184381836553,21,Marine Biology,Interactive,Personal interest
1039,40,3.8392061736714407,25,Entrepreneurship,Interactive,Personal interest
1040,289,4.530385054855404,119,Religious Studies,Video,Gain new skills
1040,25,3.956635945847311,48,Nanotechnology,Interactive,Advance career
1040,1940,2.3252381783090565,13,Marketing,Video,Gain new skills
1040,1640,1.0065194841203549,115,Behavioral Economics,Text,Personal interest
1040,1082,3.135847502129964,44,Human Rights,Interactive,Gain new skills
1040,737,3.611371380940423,65,Human Rights,Interactive,Personal interest
1040,3,4.024068777442478,9,Chemistry,Video,Personal interest
1040,980,2.153677473625876,91,Art History,Text,Gain new skills
1040,1682,2.4264163102967005,68,Choreography,Text,Personal interest
1040,1010,4.889834985724321,45,Interior Design,Video,Advance career
1041,1400,1.407933690614271,80,Civil Engineering,Interactive,Advance career
1041,512,1.6499269140871782,112,Geography,Text,Gain new skills
1041,1037,4.980698673582907,75,Urban Planning,Video,Personal interest
1041,1900,1.3981338236974281,88,Organizational Behavior,Text,Advance career
1041,526,2.1417697747791316,31,Deep Learning,Interactive,Advance career
1041,1919,4.130655288550884,5,Business Administration,Interactive,Personal interest
1041,76,2.303634906656614,117,Theater Arts,Video,Advance career
1041,584,4.1953272587048485,40,Cryptocurrency,Video,Advance career
1042,591,3.3344404215049788,67,Organizational Behavior,Text,Gain new skills
1042,1336,3.2039174816792317,18,Civil Engineering,Text,Personal interest
1042,1745,3.0573130008691978,82,Agriculture,Video,Personal interest
1042,661,4.344572975851291,25,Mechanical Engineering,Interactive,Gain new skills
1042,257,4.925566744238582,120,Aerospace Engineering,Video,Personal interest
1042,1457,1.0916281724360557,17,Machine Learning,Interactive,Personal interest
1042,1578,4.651390360166188,50,Film Studies,Text,Gain new skills
1042,1481,3.704403263098008,16,Literature,Video,Gain new skills
1042,552,2.580259354440661,19,Sports Science,Text,Gain new skills
1042,764,3.239129790592864,85,Graphic Design,Text,Personal interest
1042,86,2.1770335990746807,30,Cryptocurrency,Interactive,Personal interest
1043,889,1.7231000883627394,57,Physics,Text,Advance career
1043,738,4.6556319978648455,112,Aerospace Engineering,Text,Gain new skills
1043,658,2.6058476478551897,70,Engineering,Interactive,Advance career
1043,1226,4.069371127000682,46,Agriculture,Interactive,Advance career
1043,493,1.5151701555706598,117,Organizational Behavior,Interactive,Personal interest
1043,1497,4.109185898323582,16,Marine Biology,Text,Gain new skills
1043,369,3.963328745384858,77,Marketing,Video,Gain new skills
1043,194,1.121838226981172,45,Public Health,Text,Personal interest
1043,1649,4.634127829536748,110,Development Studies,Text,Personal interest
1043,943,4.495662523956913,117,Renewable Energy,Video,Personal interest
1043,1867,2.7445126255755756,70,Environmental Science,Text,Gain new skills
1043,429,2.059009692324322,108,Human Rights,Text,Advance career
1043,918,1.7219560802561902,12,Linguistics,Text,Personal interest
1043,169,2.0976654575279454,50,Chemistry,Text,Gain new skills
1043,1414,3.3325160918732406,107,Theater Arts,Video,Advance career
1044,771,3.7544230207900484,17,Mechanical Engineering,Interactive,Advance career
1044,1992,4.775526917882937,60,Data Science,Text,Gain new skills
1044,1130,1.9837147519511373,52,Quantum Mechanics,Text,Gain new skills
1044,1,1.36222193958013,43,Biology,Text,Advance career
1044,1510,1.0797874887737957,65,Biology,Interactive,Advance career
1044,351,4.17838950656242,61,Music Composition,Interactive,Personal interest
1045,469,3.0990641018273903,94,Software Engineering,Video,Advance career
1045,1858,2.3800697018331918,55,Social Media Management,Text,Personal interest
1045,699,2.75655303907546,6,Music Theory,Text,Gain new skills
1045,980,2.226790616570397,90,Cognitive Science,Video,Personal interest
1045,1538,1.7313041868281127,108,Communication Studies,Video,Advance career
1045,1344,1.7323073768043522,91,Religious Studies,Interactive,Personal interest
1045,786,3.422999379951238,55,Biology,Text,Advance career
1045,1211,4.349203284811173,29,Renewable Energy,Video,Gain new skills
1045,1242,1.3472069808974987,23,Zoology,Video,Gain new skills
1045,1011,3.7977790064904053,30,Cultural Studies,Video,Advance career
1045,1297,4.472327960862428,7,Organizational Behavior,Interactive,Advance career
1045,1181,2.000360103422958,90,Religious Studies,Video,Personal interest
1045,1131,4.6095050954350665,109,International Relations,Interactive,Gain new skills
1046,517,3.2086080967108934,19,Environmental Science,Text,Advance career
1046,1462,2.5277765060113087,91,Operations Management,Interactive,Gain new skills
1046,1376,1.2791572973476253,85,Music Theory,Video,Gain new skills
1046,1283,3.7643077973425307,20,Film Studies,Interactive,Personal interest
1046,1980,2.920398714464099,10,Fashion Design,Interactive,Personal interest
1046,1447,1.7360379041101326,23,Human Resources Management,Text,Gain new skills
1046,943,4.614979585204824,54,Law,Text,Personal interest
1046,373,4.527019182884326,109,Physics,Text,Advance career
1046,1131,3.871175529361779,86,History,Interactive,Gain new skills
1046,442,2.356169851885823,66,Engineering,Video,Personal interest
1046,178,4.238548041917784,96,Statistics,Text,Gain new skills
1046,1684,2.944222133190529,82,Environmental Science,Video,Gain new skills
1046,371,3.1339577413887194,57,Sports Science,Text,Gain new skills
1047,760,4.281219791596627,8,Interior Design,Interactive,Advance career
1047,882,3.603334642018687,105,Sociology,Text,Advance career
