Title,Description,Author/Instructor,Topic/Subject,Difficulty Level,Format,Duration/Length,Price,Reviews,Tags/Keywords,Resource ID,Time Spent (minutes)_x,Topics/Subjects of Interest_x,Preferred Learning Formats_x,Learning Goals/Objectives_x,Interaction Type,Timestamp,Duration Spent (minutes),User ID,Ratings,Publication Year,Citation Count,Popularity Score,Online Courses,Educational Apps
Advanced Development Studies Concepts,A comprehensive guide to Development Studies.,Christopher Anderson,Development Studies,Intermediate,Video,12.0,40.0,88.0,Development Studies,1897,111,Civil Engineering,Video,Advance career,Bookmark,2024-03-28 19:35:37.848231,23,1003,3.301843231025509,2022,832,2.042859827475565,Civil Engineering Principles,ConflictCoach
Advanced Development Studies Concepts,A comprehensive guide to Development Studies.,Christopher Anderson,Development Studies,Intermediate,Video,12.0,40.0,88.0,Development Studies,1897,111,Civil Engineering,Video,Advance career,Bookmark,2024-03-28 19:35:37.848231,23,1029,1.8601269184171143,2022,832,2.042859827475565,Agricultural Innovations,DigitalMark
Advanced Development Studies Concepts,A comprehensive guide to Development Studies.,Christopher Anderson,Development Studies,Intermediate,Video,12.0,40.0,88.0,Development Studies,1897,20,Pharmacology,Interactive,Gain new skills,Bookmark,2024-03-28 19:35:37.848231,23,1003,3.301843231025509,2022,832,2.042859827475565,Aerospace Engineering Explained,MusicMagic
Advanced Development Studies Concepts,A comprehensive guide to Development Studies.,Christopher Anderson,Development Studies,Intermediate,Video,12.0,40.0,88.0,Development Studies,1897,20,Pharmacology,Interactive,Gain new skills,Bookmark,2024-03-28 19:35:37.848231,23,1029,1.8601269184171143,2022,832,2.042859827475565,Political Science Crash Course,ElectriEdu
Mastering Physics,A comprehensive guide to Physics.,Kevin Lee,Physics,Beginner,Text,2.0,30.0,5.0,Physics,1897,111,Civil Engineering,Video,Advance career,Bookmark,2024-03-28 19:35:37.848231,23,1003,3.301843231025509,2022,832,2.042859827475565,Conflict Resolution Strategies,NanoNexus
Mastering Physics,A comprehensive guide to Physics.,Kevin Lee,Physics,Beginner,Text,2.0,30.0,5.0,Physics,1897,111,Civil Engineering,Video,Advance career,Bookmark,2024-03-28 19:35:37.848231,23,1029,1.8601269184171143,2022,832,2.042859827475565,Game Theory Fundamentals,SociStudy
Mastering Physics,A comprehensive guide to Physics.,Kevin Lee,Physics,Beginner,Text,2.0,30.0,5.0,Physics,1897,20,Pharmacology,Interactive,Gain new skills,Bookmark,2024-03-28 19:35:37.848231,23,1003,3.301843231025509,2022,832,2.042859827475565,Civil Engineering Principles,CodeCraft
Mastering Physics,A comprehensive guide to Physics.,Kevin Lee,Physics,Beginner,Text,2.0,30.0,5.0,Physics,1897,20,Pharmacology,Interactive,Gain new skills,Bookmark,2024-03-28 19:35:37.848231,23,1029,1.8601269184171143,2022,832,2.042859827475565,Pharmacology Insights,BioBuddy
Mastering Conflict Resolution,A comprehensive guide to Conflict Resolution.,Kevin Lee,Conflict Resolution,Beginner,Video,4.0,30.0,94.0,Conflict Resolution,41,49,Linguistic Anthropology,Interactive,Personal interest,Like,2024-04-11 19:35:37.848231,58,1003,1.850352643093308,2009,774,6.218996593062983,Chemistry Essentials,BioBlitz
Advanced Environmental Science Concepts,A comprehensive guide to Environmental Science.,Laura Martinez,Environmental Science,Advanced,Video,4.0,0.0,54.0,Environmental Science,1796,68,Zoology,Interactive,Personal interest,Like,2024-04-14 19:35:37.848231,3,1003,4.129651526262386,2006,980,0.0371989842124476,Geology Discovery,ChemConnect
Advanced Environmental Science Concepts,A comprehensive guide to Environmental Science.,Laura Martinez,Environmental Science,Advanced,Video,4.0,0.0,54.0,Environmental Science,1796,68,Zoology,Interactive,Personal interest,Bookmark,2024-03-25 19:35:37.848231,32,1003,4.129651526262386,2006,980,0.0371989842124476,Astronomy Adventures,RenewTech
Advanced Environmental Science Concepts,A comprehensive guide to Environmental Science.,Laura Martinez,Environmental Science,Advanced,Video,4.0,0.0,54.0,Environmental Science,1796,68,Zoology,Interactive,Personal interest,Bookmark,2024-04-12 19:35:37.853339,89,1003,4.129651526262386,2006,980,0.0371989842124476,Electrical Engineering Essentials,AstroAdvent
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,15,Cryptography,Interactive,Advance career,Bookmark,2024-03-19 19:35:37.848231,100,1003,4.427679191198122,2016,127,2.1899103205567707,Music Composition Techniques,PoliSciPro
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,15,Cryptography,Interactive,Advance career,Bookmark,2024-03-19 19:35:37.848231,100,1045,4.349203284811173,2016,127,2.1899103205567707,Cognitive Science Explorations,EconEase
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,15,Cryptography,Interactive,Advance career,View,2024-04-07 19:35:37.848231,12,1003,4.427679191198122,2016,127,2.1899103205567707,Forensic Science Fundamentals,CultAnthro
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,15,Cryptography,Interactive,Advance career,View,2024-04-07 19:35:37.848231,12,1045,4.349203284811173,2016,127,2.1899103205567707,Cultural Anthropology Guide,ForenTech
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,15,Cryptography,Interactive,Advance career,View,2024-04-04 19:35:37.853339,114,1003,4.427679191198122,2016,127,2.1899103205567707,Graphic Design Masterclass,Fashionista
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,15,Cryptography,Interactive,Advance career,View,2024-04-04 19:35:37.853339,114,1045,4.349203284811173,2016,127,2.1899103205567707,Pharmacology Insights,EngLang
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,29,Renewable Energy,Video,Gain new skills,Bookmark,2024-03-19 19:35:37.848231,100,1003,4.427679191198122,2016,127,2.1899103205567707,Graphic Design Masterclass,NanoNexus
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,29,Renewable Energy,Video,Gain new skills,Bookmark,2024-03-19 19:35:37.848231,100,1045,4.349203284811173,2016,127,2.1899103205567707,Statistical Analysis Workshop,SociStudy
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-07 19:35:37.848231,12,1003,4.427679191198122,2016,127,2.1899103205567707,Choreography Masterclass,ConflictCoach
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-07 19:35:37.848231,12,1045,4.349203284811173,2016,127,2.1899103205567707,Game Theory Fundamentals,BioBuddy
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-04 19:35:37.853339,114,1003,4.427679191198122,2016,127,2.1899103205567707,Sociology Insights,CognoCraft
Artificial Intelligence for Beginners,A comprehensive guide to Artificial Intelligence.,Michael Wilson,Artificial Intelligence,Intermediate,Video,10.0,10.0,7.0,Artificial Intelligence,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-04 19:35:37.853339,114,1045,4.349203284811173,2016,127,2.1899103205567707,Coding for Beginners,ConflictCoach
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,15,Cryptography,Interactive,Advance career,Bookmark,2024-03-19 19:35:37.848231,100,1003,4.427679191198122,2016,127,2.1899103205567707,Art History Journey,GeoGuru
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,15,Cryptography,Interactive,Advance career,Bookmark,2024-03-19 19:35:37.848231,100,1045,4.349203284811173,2016,127,2.1899103205567707,Game Theory Fundamentals,AgriApp
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,15,Cryptography,Interactive,Advance career,View,2024-04-07 19:35:37.848231,12,1003,4.427679191198122,2016,127,2.1899103205567707,Supply Chain Management Workshop,MusicMagic
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,15,Cryptography,Interactive,Advance career,View,2024-04-07 19:35:37.848231,12,1045,4.349203284811173,2016,127,2.1899103205567707,Cognitive Science Explorations,BioBlitz
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,15,Cryptography,Interactive,Advance career,View,2024-04-04 19:35:37.853339,114,1003,4.427679191198122,2016,127,2.1899103205567707,Math Mastery,EngLang
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,15,Cryptography,Interactive,Advance career,View,2024-04-04 19:35:37.853339,114,1045,4.349203284811173,2016,127,2.1899103205567707,Literary Classics Review,PhysicsExplorer
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,29,Renewable Energy,Video,Gain new skills,Bookmark,2024-03-19 19:35:37.848231,100,1003,4.427679191198122,2016,127,2.1899103205567707,Mechanical Engineering Workshop,UrbanPlanner
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,29,Renewable Energy,Video,Gain new skills,Bookmark,2024-03-19 19:35:37.848231,100,1045,4.349203284811173,2016,127,2.1899103205567707,Renewable Energy Solutions,AeroEdu
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-07 19:35:37.848231,12,1003,4.427679191198122,2016,127,2.1899103205567707,Cultural Anthropology Guide,ConflictCoach
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-07 19:35:37.848231,12,1045,4.349203284811173,2016,127,2.1899103205567707,Digital Marketing Strategies,GameTactics
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-04 19:35:37.853339,114,1003,4.427679191198122,2016,127,2.1899103205567707,Nanotechnology Explorations,ChoreoCraft
Anthropology for Beginners,A comprehensive guide to Anthropology.,Jennifer Taylor,Anthropology,Advanced,Video,12.0,40.0,39.0,Anthropology,1211,29,Renewable Energy,Video,Gain new skills,View,2024-04-04 19:35:37.853339,114,1045,4.349203284811173,2016,127,2.1899103205567707,World History Explained,StatMaster
Psychology for Beginners,A comprehensive guide to Psychology.,Sarah Davis,Psychology,Beginner,Interactive,8.0,50.0,100.0,Psychology,399,108,Communication Studies,Text,Advance career,Bookmark,2024-03-22 19:35:37.842203,49,1004,1.9754780248472013,2011,209,8.339064261237418,Digital Marketing Strategies,LitLearn
Psychology for Beginners,A comprehensive guide to Psychology.,Sarah Davis,Psychology,Beginner,Interactive,8.0,50.0,100.0,Psychology,399,108,Communication Studies,Text,Advance career,Like,2024-03-22 19:35:37.848231,106,1004,1.9754780248472013,2011,209,8.339064261237418,Art History Journey,AeroEdu
Psychology for Beginners,A comprehensive guide to Psychology.,Sarah Davis,Psychology,Beginner,Interactive,8.0,50.0,100.0,Psychology,399,108,Communication Studies,Text,Advance career,Bookmark,2024-04-07 19:35:37.848231,106,1004,1.9754780248472013,2011,209,8.339064261237418,Choreography Masterclass,DigitalMark
Marine Biology for Beginners,A comprehensive guide to Marine Biology.,John Doe,Marine Biology,Beginner,Interactive,6.0,50.0,58.0,Marine Biology,1278,110,Quantum Mechanics,Interactive,Gain new skills,Like,2024-03-28 19:35:37.848231,53,1004,1.772292596209058,2011,840,8.80803116755626,Cryptocurrency Basics,ForenTech
Advanced English Language Concepts,A comprehensive guide to English Language.,John Doe,English Language,Intermediate,Text,4.0,50.0,83.0,English Language,1571,22,Macroeconomics,Text,Gain new skills,Bookmark,2024-04-14 19:35:37.853339,89,1004,2.259625628677316,2005,340,8.865664843140507,Agricultural Innovations,PhiloForum
Introduction to Cognitive Science,A comprehensive guide to Cognitive Science.,Laura Martinez,Cognitive Science,Intermediate,Text,4.0,40.0,100.0,Cognitive Science,1040,104,Cryptocurrency Trading,Text,Gain new skills,View,2024-04-06 19:35:37.842203,9,1004,4.079577062519778,2020,378,7.337830968216476,Forensic Science Fundamentals,AstroAdvent
Mastering Chemistry,A comprehensive guide to Chemistry.,John Doe,Chemistry,Intermediate,Video,4.0,0.0,42.0,Chemistry,432,58,English Language,Video,Personal interest,View,2024-03-20 19:35:37.853339,79,1005,3.734265935293675,2021,205,1.0639249308646404,Music Composition Techniques,BioBlitz
International Relations Essentials,A comprehensive guide to International Relations.,Laura Martinez,International Relations,Beginner,Interactive,8.0,50.0,82.0,International Relations,1434,105,Art History,Text,Gain new skills,View,2024-03-21 19:35:37.853339,1,1005,4.470462340985581,2021,103,1.178208185392735,Materials Science Lab,RenewTech
Mastering Wilderness Survival,A comprehensive guide to Wilderness Survival.,Laura Martinez,Wilderness Survival,Advanced,Video,6.0,50.0,100.0,Wilderness Survival,835,119,Ethics,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1005,3.679156649681675,2017,893,8.824358272097022,Business Administration Bootcamp,NanoNexus
Mastering Wilderness Survival,A comprehensive guide to Wilderness Survival.,Laura Martinez,Wilderness Survival,Advanced,Video,6.0,50.0,100.0,Wilderness Survival,835,119,Ethics,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1033,3.8367758536025858,2017,893,8.824358272097022,Geology Discovery,UrbanPlanner
Mastering Wilderness Survival,A comprehensive guide to Wilderness Survival.,Laura Martinez,Wilderness Survival,Advanced,Video,6.0,50.0,100.0,Wilderness Survival,835,57,Mechanical Engineering,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1005,3.679156649681675,2017,893,8.824358272097022,Operations Management Mastery,ChoreoCraft
Mastering Wilderness Survival,A comprehensive guide to Wilderness Survival.,Laura Martinez,Wilderness Survival,Advanced,Video,6.0,50.0,100.0,Wilderness Survival,835,57,Mechanical Engineering,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1033,3.8367758536025858,2017,893,8.824358272097022,Ethical Dilemmas Seminar,AgriApp
Music Theory for Beginners,A comprehensive guide to Music Theory.,John Doe,Music Theory,Advanced,Video,12.0,40.0,9.0,Music Theory,835,119,Ethics,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1005,3.679156649681675,2017,893,8.824358272097022,Coding for Beginners,DigitalMark
Music Theory for Beginners,A comprehensive guide to Music Theory.,John Doe,Music Theory,Advanced,Video,12.0,40.0,9.0,Music Theory,835,119,Ethics,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1033,3.8367758536025858,2017,893,8.824358272097022,Linguistics Lab,MateriMagic
Music Theory for Beginners,A comprehensive guide to Music Theory.,John Doe,Music Theory,Advanced,Video,12.0,40.0,9.0,Music Theory,835,57,Mechanical Engineering,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1005,3.679156649681675,2017,893,8.824358272097022,Biochemistry Bootcamp,Histopedia
Music Theory for Beginners,A comprehensive guide to Music Theory.,John Doe,Music Theory,Advanced,Video,12.0,40.0,9.0,Music Theory,835,57,Mechanical Engineering,Video,Personal interest,Like,2024-03-19 19:35:37.848231,111,1033,3.8367758536025858,2017,893,8.824358272097022,Biology Basics,GeoGuru
Geography Essentials,A comprehensive guide to Geography.,Emily Brown,Geography,Beginner,Video,2.0,0.0,33.0,Geography,477,94,Software Engineering,Video,Advance career,Bookmark,2024-03-30 19:35:37.853339,76,1005,3.415905057671241,2004,571,6.451665522385114,Cultural Anthropology Guide,OpMan
Advanced Social Media Management Concepts,A comprehensive guide to Social Media Management.,Jennifer Taylor,Social Media Management,Intermediate,Interactive,6.0,40.0,94.0,Social Media Management,1141,66,Wilderness Survival,Interactive,Advance career,View,2024-03-20 19:35:37.842203,104,1005,2.343547018730161,2001,126,6.861833021976091,Digital Marketing Strategies,SupplySense
Mastering Wilderness Survival,A comprehensive guide to Wilderness Survival.,Sarah Davis,Wilderness Survival,Beginner,Text,6.0,20.0,69.0,Wilderness Survival,770,29,Quantum Computing,Interactive,Gain new skills,Like,2024-03-23 19:35:37.848231,101,1005,3.269650024588548,2002,256,1.746004425122053,Psychology 101,ArtHistoria
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-22 19:35:37.848231,28,1006,3.945970177045096,2013,396,4.352385502506944,Art History Journey,EthicEase
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-22 19:35:37.848231,28,1050,4.1029548997633984,2013,396,4.352385502506944,Economic Principles,LinguaLab
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-29 19:35:37.848231,99,1006,3.945970177045096,2013,396,4.352385502506944,Biology Basics,EconEase
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-29 19:35:37.848231,99,1050,4.1029548997633984,2013,396,4.352385502506944,Biology Basics,GeoGuru
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,45,Statistics,Video,Gain new skills,Bookmark,2024-03-22 19:35:37.848231,28,1006,3.945970177045096,2013,396,4.352385502506944,Operations Management Mastery,CivilEssence
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,45,Statistics,Video,Gain new skills,Bookmark,2024-03-22 19:35:37.848231,28,1050,4.1029548997633984,2013,396,4.352385502506944,Civil Engineering Principles,NanoNexus
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,45,Statistics,Video,Gain new skills,Bookmark,2024-03-29 19:35:37.848231,99,1006,3.945970177045096,2013,396,4.352385502506944,Conflict Resolution Strategies,ForenTech
Introduction to Law,A comprehensive guide to Law.,David Johnson,Law,Beginner,Interactive,12.0,10.0,13.0,Law,454,45,Statistics,Video,Gain new skills,Bookmark,2024-03-29 19:35:37.848231,99,1050,4.1029548997633984,2013,396,4.352385502506944,Graphic Design Masterclass,PhysicsExplorer
Introduction to Wilderness Survival,A comprehensive guide to Wilderness Survival.,Jane Smith,Wilderness Survival,Intermediate,Video,6.0,0.0,64.0,Wilderness Survival,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-22 19:35:37.848231,28,1006,3.945970177045096,2013,396,4.352385502506944,Game Design Workshop,PsychPal
Introduction to Wilderness Survival,A comprehensive guide to Wilderness Survival.,Jane Smith,Wilderness Survival,Intermediate,Video,6.0,0.0,64.0,Wilderness Survival,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-22 19:35:37.848231,28,1050,4.1029548997633984,2013,396,4.352385502506944,Biochemistry Bootcamp,ElectriEdu
Introduction to Wilderness Survival,A comprehensive guide to Wilderness Survival.,Jane Smith,Wilderness Survival,Intermediate,Video,6.0,0.0,64.0,Wilderness Survival,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-29 19:35:37.848231,99,1006,3.945970177045096,2013,396,4.352385502506944,Civil Engineering Principles,CognoCraft
Introduction to Wilderness Survival,A comprehensive guide to Wilderness Survival.,Jane Smith,Wilderness Survival,Intermediate,Video,6.0,0.0,64.0,Wilderness Survival,454,30,Conflict Resolution,Interactive,Advance career,Bookmark,2024-03-29 19:35:37.848231,99,1050,4.1029548997633984,2013,396,4.352385502506944,Chemistry Essentials,GeoExplorer
Introduction to Wilderness Survival,A comprehensive guide to Wilderness Survival.,Jane Smith,Wilderness Survival,Intermediate,Video,6.0,0.0,64.0,Wilderness Survival,454,45,Statistics,Video,Gain new skills,Bookmark,2024-03-22 19:35:37.848231,28,1006,3.945970177045096,2013,396,4.352385502506944,Neurobiology Essentials,MathGenius
